ENSG00000000003	O43657
ENST00000367339	Q9BZM4
ENST00000367341	Q5VY80
ENST00000367342	Q3KP66
ENST00000367350	Q15058
ENST00000367351	Q9BZM5
ENST00000367352	Q9Y2X9
ENST00000367353	Q9Y2X9
ENST00000367360	Q6H3X3
ENST00000367361	Q6H3X3
ENST00000367362	O00482
ENST00000367363	Q8TD07
ENST00000367378	P22061
ENST00000367381	Q96LB4
ENST00000367382	Q96LB4
ENST00000367383	Q8TDX7
ENST00000367384	P22061
ENST00000367385	Q8TDX7
ENST00000367387	Q9NQ69
ENST00000367390	Q9NQ69
ENST00000367391	Q9NQ69
ENST00000367393	Q5VUE5
ENST00000367396	Q6P3S1
ENST00000367399	P82279
ENST00000367400	P82279
ENST00000367404	Q8NFH3
ENST00000367405	Q5SVQ8
ENST00000367409	Q8IZT6
ENST00000367411	O75449
ENST00000367412	P05160
ENST00000367415	P36980
ENST00000367416	Q92496
ENST00000367419	Q9NU53
ENST00000367425	Q02985
ENST00000367429	P08603
ENST00000367433	Q6UVM3
ENST00000367434	O43825
ENST00000367435	Q6P1J9
ENST00000367439	Q9NS18
ENST00000367440	Q9NS18
ENST00000367441	P10155
ENST00000367443	P10155
ENST00000367444	P10155
ENST00000367445	P10155
ENST00000367446	P10155
ENST00000367448	Q9Y5K5
ENST00000367449	Q9Y5K5
ENST00000367454	Q9Y5K5
ENST00000367455	Q9Y5K5
ENST00000367456	Q9NYJ8
ENST00000367459	Q08116
ENST00000367460	Q9NS28
ENST00000367462	Q76B58
ENST00000367463	Q9Y2C2
ENST00000367466	P47712
ENST00000367467	O94885
ENST00000367468	P35354
ENST00000367470	Q5SWX8
ENST00000367474	Q5TGI4
ENST00000367478	P12270
ENST00000367480	Q5T5C0
ENST00000367481	Q5T5C0
ENST00000367483	Q92954
ENST00000367485	Q92954
ENST00000367495	Q13637
ENST00000367498	Q9Y6Y0
ENST00000367500	Q5T5J6
ENST00000367501	Q5T5J6
ENST00000367505	Q149N8
ENST00000367506	Q7Z2T5
ENST00000367509	Q99496
ENST00000367510	Q99496
ENST00000367511	Q9BZQ8
ENST00000367512	Q9BZQ6
ENST00000367519	O95278
ENST00000367535	P19878
ENST00000367536	P19878
ENST00000367545	P46939
ENST00000367547	Q9BZQ2
ENST00000367549	Q08211
ENST00000367552	Q9BXD5
ENST00000367553	Q9BXD5
ENST00000367554	Q9BXD5
ENST00000367555	Q9BXD5
ENST00000367556	P57771
ENST00000367557	P57771
ENST00000367558	O15492
ENST00000367559	Q05823
ENST00000367565	Q5T9Z0
ENST00000367567	Q15878
ENST00000367568	O75558
ENST00000367569	Q9BWJ5
ENST00000367570	Q15878
ENST00000367571	Q9UM63
ENST00000367572	Q9UM63
ENST00000367573	Q15878
ENST00000367574	Q9H237
ENST00000367576	Q96GA3
ENST00000367577	Q5VY09
ENST00000367579	Q95460
ENST00000367580	Q95460
ENST00000367582	O75167
ENST00000367587	Q5VZ46
ENST00000367588	Q5VZ46
ENST00000367589	Q9UBH6
ENST00000367590	Q9UBH6
ENST00000367591	P56589
ENST00000367595	Q9BR61
ENST00000367600	O00391
ENST00000367602	O00391
ENST00000367603	P31629
ENST00000367604	P31629
ENST00000367607	Q5VT06
ENST00000367608	Q86SQ4
ENST00000367609	Q86SQ4
ENST00000367612	Q8NFQ8
ENST00000367614	Q8NAT2
ENST00000367615	Q9NP85
ENST00000367616	Q9NP85
ENST00000367618	Q5T1B0
ENST00000367619	P35610
ENST00000367623	P42684
ENST00000367627	Q9H497
ENST00000367629	O95841
ENST00000367630	Q9NP79
ENST00000367634	Q86X27
ENST00000367635	Q86X27
ENST00000367639	Q5T0J7
ENST00000367641	Q5T0J7
ENST00000367643	Q5T0J7
ENST00000367649	Q9UJF2
ENST00000367651	Q99967
ENST00000367658	Q9UBI9
ENST00000367660	Q9P1F3
ENST00000367661	Q9BXP8
ENST00000367662	Q9BXP8
ENST00000367663	Q96D71
ENST00000367669	Q8NHY2
ENST00000367674	Q92752
ENST00000367679	Q9HB71
ENST00000367682	Q008S8
ENST00000367685	Q9Y2T5
ENST00000367687	Q5R372
ENST00000367688	B7ZAP0
ENST00000367694	Q5TC82
ENST00000367696	Q5TC82
ENST00000367698	P01008
ENST00000367701	Q5TC79
ENST00000367702	Q5TC79
ENST00000367704	Q5TC79
ENST00000367710	Q8N0S6
ENST00000367714	Q5TAH2
ENST00000367718	P23510
ENST00000367721	P48023
ENST00000367723	Q9UBS9
ENST00000367727	O95561
ENST00000367728	Q92535
ENST00000367731	Q9UQ16
ENST00000367733	Q9UQ16
ENST00000367734	Q7RTU3
ENST00000367737	Q8N6R0
ENST00000367739	P15260
ENST00000367740	O75379
ENST00000367748	Q9UHF4
ENST00000367749	P31512
ENST00000367750	Q01740
ENST00000367755	P31513
ENST00000367758	Q5TGP6
ENST00000367759	Q5TGP6
ENST00000367760	P54821
ENST00000367762	Q5T7V8
ENST00000367763	Q5T7V8
ENST00000367765	Q92845
ENST00000367767	Q92845
ENST00000367770	Q8IZE3
ENST00000367771	Q8IZE3
ENST00000367772	Q8IZE3
ENST00000367784	Q6P444
ENST00000367797	P12259
ENST00000367800	Q8N157
ENST00000367804	O60779
ENST00000367805	Q5TID7
ENST00000367806	Q5TID7
ENST00000367807	Q9H2G9
ENST00000367808	Q9H2G9
ENST00000367811	Q9Y5B8
ENST00000367812	P10242
ENST00000367814	P10242
ENST00000367815	P05026
ENST00000367816	P05026
ENST00000367817	Q07507
ENST00000367818	P47992
ENST00000367819	Q9UBD3
ENST00000367821	O60806
ENST00000367822	Q9Y450
ENST00000367826	Q9Y450
ENST00000367830	O75663
ENST00000367833	O75663
ENST00000367835	Q8N6U8
ENST00000367836	Q8N6U8
ENST00000367837	Q9Y450
ENST00000367838	Q8N6U8
ENST00000367840	Q58WW2
ENST00000367843	Q58WW2
ENST00000367845	Q9H2A2
ENST00000367846	O95563
ENST00000367847	Q9H2A2
ENST00000367848	Q96PN6
ENST00000367851	Q96PN6
ENST00000367854	Q6JBY9
ENST00000367857	O00141
ENST00000367858	O00141
ENST00000367862	P14859
ENST00000367866	P14859
ENST00000367868	Q99795
ENST00000367870	Q96JY0
ENST00000367872	Q96JY0
ENST00000367874	Q96BN2
ENST00000367875	Q9P215
ENST00000367876	Q9P215
ENST00000367879	Q9BZX2
ENST00000367881	Q9UM00
ENST00000367882	O43680
ENST00000367884	O14880
ENST00000367889	O14880
ENST00000367893	Q8TE12
ENST00000367897	P40424
ENST00000367900	Q9BZD4
ENST00000367906	P49798
ENST00000367908	P49798
ENST00000367909	P49798
ENST00000367910	Q86UF4
ENST00000367911	Q86UF4
ENST00000367912	Q86UF4
ENST00000367921	Q16832
ENST00000367922	Q16832
ENST00000367924	Q16222
ENST00000367925	Q16222
ENST00000367926	Q16222
ENST00000367927	Q9NY84
ENST00000367928	O95497
ENST00000367929	O14796
ENST00000367931	Q9P1P5
ENST00000367935	Q5T0L3
ENST00000367937	O15400
ENST00000367938	Q68BL8
ENST00000367941	O15400
ENST00000367942	P18850
ENST00000367943	Q9UNI6
ENST00000367944	Q6BAA4
ENST00000367945	Q6BAA4
ENST00000367946	Q6BAA4
ENST00000367948	Q6BAA4
ENST00000367949	Q7L513
ENST00000367953	Q7L513
ENST00000367957	Q7L513
ENST00000367959	Q7L513
ENST00000367961	P31994
ENST00000367963	Q6UVY6
ENST00000367964	O75015
ENST00000367967	P08637
ENST00000367972	P12318
ENST00000367974	Q5VTH2
ENST00000367975	Q99643
ENST00000367976	P29279
ENST00000367979	Q14994
ENST00000367980	Q14994
ENST00000367981	Q14994
ENST00000367982	Q14994
ENST00000367983	Q14994
ENST00000367984	Q14994
ENST00000367985	Q14994
ENST00000367987	Q969M1
ENST00000367988	Q969M1
ENST00000367990	P02652
ENST00000367993	O75306
ENST00000367996	O75173
ENST00000367998	O60512
ENST00000367999	P50336
ENST00000368001	Q9UK80
ENST00000368002	Q9UK80
ENST00000368003	Q9Y3C8
ENST00000368006	O75618
ENST00000368007	Q86X76
ENST00000368008	Q86X76
ENST00000368009	Q86X76
ENST00000368010	Q9UHV9
ENST00000368011	Q8NEP7
ENST00000368012	Q96NY8
ENST00000368013	Q7Z6I6
ENST00000368020	P22415
ENST00000368021	P22415
ENST00000368023	Q8NFU3
ENST00000368024	Q8NFU3
ENST00000368026	Q9Y624
ENST00000368029	Q8WWU7
ENST00000368033	Q9BZW8
ENST00000368034	Q9BZW8
ENST00000368037	Q9HBG7
ENST00000368042	Q9NQ25
ENST00000368043	Q9NQ25
ENST00000368045	P09326
ENST00000368046	P09326
ENST00000368048	Q9UIB8
ENST00000368051	Q9UIB8
ENST00000368053	Q9ULK4
ENST00000368054	Q9UIB8
ENST00000368055	Q96DU3
ENST00000368057	Q96DU3
ENST00000368059	Q96DU3
ENST00000368060	Q9ULK4
ENST00000368061	Q9ULK5
ENST00000368068	Q9ULK4
ENST00000368069	P53621
ENST00000368072	P40855
ENST00000368073	Q5TAQ9
ENST00000368074	Q5TAQ9
ENST00000368076	Q15121
ENST00000368078	P31415
ENST00000368081	Q13733
ENST00000368086	Q969P0
ENST00000368087	P05089
ENST00000368088	Q92806
ENST00000368090	Q9H3S5
ENST00000368092	Q96A28
ENST00000368093	Q96A28
ENST00000368094	Q9P2J2
ENST00000368096	P37802
ENST00000368097	P37802
ENST00000368099	Q9UL16
ENST00000368100	P0DPA2
ENST00000368104	Q9P0V8
ENST00000368106	Q6DN72
ENST00000368107	Q9BVJ7
ENST00000368108	Q9BVJ7
ENST00000368109	Q9BVJ7
ENST00000368112	P02741
ENST00000368115	P12319
ENST00000368121	Q16570
ENST00000368122	Q16570
ENST00000368124	Q8N126
ENST00000368125	Q8N126
ENST00000368128	O43491
ENST00000368130	O14862
ENST00000368131	Q16666
ENST00000368132	Q16666
ENST00000368134	Q8N6K7
ENST00000368135	Q6K0P9
ENST00000368136	Q96JM7
ENST00000368138	Q6K0P9
ENST00000368139	Q96JM7
ENST00000368140	Q6K0P9
ENST00000368141	P41218
ENST00000368143	Q5VVB8
ENST00000368146	Q8NGY3
ENST00000368149	Q8N392
ENST00000368154	P15812
ENST00000368155	P15812
ENST00000368156	P15812
ENST00000368157	P15812
ENST00000368160	P15812
ENST00000368161	P15812
ENST00000368163	P15812
ENST00000368164	P15812
ENST00000368165	P15812
ENST00000368166	P15812
ENST00000368167	P15812
ENST00000368168	P29016
ENST00000368170	P29017
ENST00000368171	P15813
ENST00000368174	O43866
ENST00000368176	Q96LA6
ENST00000368181	Q96LA5
ENST00000368184	Q96P31
ENST00000368186	Q96P31
ENST00000368189	Q96RD9
ENST00000368190	Q96RD9
ENST00000368192	P41162
ENST00000368194	O15085
ENST00000368195	P14616
ENST00000368196	P04629
ENST00000368198	Q9NP31
ENST00000368199	Q9NP31
ENST00000368206	P51858
ENST00000368209	P51858
ENST00000368211	Q96A35
ENST00000368213	Q15262
ENST00000368215	Q15262
ENST00000368216	Q96FB5
ENST00000368218	Q96FB5
ENST00000368219	Q9H9L3
ENST00000368221	P29373
ENST00000368222	P29373
ENST00000368223	P48681
ENST00000368226	Q15262
ENST00000368235	Q8NCW5
ENST00000368236	A2A3L6
ENST00000368248	Q8N1K5
ENST00000368250	Q8N1K5
ENST00000368251	Q96A04
ENST00000368252	Q96A04
ENST00000368253	Q96A04
ENST00000368254	Q96A04
ENST00000368255	Q96A04
ENST00000368259	P49368
ENST00000368270	Q6TCH4
ENST00000368272	P02818
ENST00000368273	Q6P1K2
ENST00000368277	Q6P1K2
ENST00000368279	Q6P1K2
ENST00000368282	Q9H3S1
ENST00000368284	Q9H3S1
ENST00000368285	Q9H3S1
ENST00000368289	Q9NTX5
ENST00000368291	Q9NTX5
ENST00000368299	P02545
ENST00000368300	P02545
ENST00000368301	P02545
ENST00000368302	Q9Y2Q5
ENST00000368304	Q9Y2Q5
ENST00000368305	Q9Y2Q5
ENST00000368309	Q9NRR5
ENST00000368314	Q9NTX7
ENST00000368317	Q9BXY4
ENST00000368318	Q8TDU9
ENST00000368319	Q7Z7F0
ENST00000368320	Q7Z7F0
ENST00000368321	Q7Z7F0
ENST00000368322	Q92963
ENST00000368323	Q92963
ENST00000368324	Q9BT88
ENST00000368325	Q5EE01
ENST00000368328	Q5EE01
ENST00000368330	Q9H869
ENST00000368331	Q3T8J9
ENST00000368332	Q7Z4G4
ENST00000368336	P51398
ENST00000368339	Q9H869
ENST00000368340	Q9H869
ENST00000368341	Q9BUK6
ENST00000368346	Q9NR48
ENST00000368347	Q9BVN2
ENST00000368349	Q9BVN2
ENST00000368352	Q9BVN2
ENST00000368354	Q9BVN2
ENST00000368356	P14324
ENST00000368357	Q8NI08
ENST00000368358	Q9P1Z3
ENST00000368361	P49760
ENST00000368364	Q9UBP5
ENST00000368368	P81408
ENST00000368373	P04062
ENST00000368376	Q13505
ENST00000368378	P49746
ENST00000368382	Q7Z4K8
ENST00000368385	Q7Z4K8
ENST00000368388	Q16890
ENST00000368389	P15941
ENST00000368390	P15941
ENST00000368392	P15941
ENST00000368393	P15941
ENST00000368396	P15941
ENST00000368398	P15941
ENST00000368399	Q9P2X0
ENST00000368400	Q9P2X0
ENST00000368401	Q9BRV3
ENST00000368402	Q16890
ENST00000368404	Q9BRV3
ENST00000368406	P20827
ENST00000368407	P20827
ENST00000368408	P52797
ENST00000368409	P52798
ENST00000368412	Q13444
ENST00000368413	Q13444
ENST00000368416	Q5VXU1
ENST00000368417	Q5VXU1
ENST00000368419	Q5T197
ENST00000368424	Q5T1A1
ENST00000368426	O15156
ENST00000368427	Q9Y5L5
ENST00000368431	Q8NFF5
ENST00000368432	Q8NFF5
ENST00000368438	Q5SYC1
ENST00000368440	Q92484
ENST00000368444	O15540
ENST00000368445	P29353
ENST00000368448	Q9C010
ENST00000368450	P29353
ENST00000368452	Q9C010
ENST00000368453	P29353
ENST00000368455	Q03933
ENST00000368457	Q9BRQ0
ENST00000368463	Q96AQ6
ENST00000368465	Q96AQ6
ENST00000368467	Q15126
ENST00000368468	P33908
ENST00000368471	P55265
ENST00000368474	P55265
ENST00000368476	P17787
ENST00000368480	Q5VZ19
ENST00000368482	Q5VZ19
ENST00000368485	P08887
ENST00000368487	P98198
ENST00000368488	Q5SZL2
ENST00000368491	Q5SZL2
ENST00000368494	Q96E22
ENST00000368498	Q9HD26
ENST00000368508	P08922
ENST00000368517	Q8N0S2
ENST00000368518	Q9BWL3
ENST00000368521	Q9BWL3
ENST00000368525	Q5VU69
ENST00000368531	P06753
ENST00000368533	P06753
ENST00000368547	P30084
ENST00000368549	Q5T6X5
ENST00000368552	A2VDF0
ENST00000368555	Q9NYX4
ENST00000368557	Q5T6X4
ENST00000368558	Q9NYX4
ENST00000368559	Q5VU65
ENST00000368564	O15131
ENST00000368575	P51153
ENST00000368576	Q96AP4
ENST00000368580	Q5TD94
ENST00000368581	Q5TD94
ENST00000368585	Q8IYW2
ENST00000368586	Q8IYW2
ENST00000368589	O76095
ENST00000368592	Q9C056
ENST00000368594	Q14642
ENST00000368596	Q5JW98
ENST00000368597	Q5JW98
ENST00000368599	Q8N5C1
ENST00000368600	Q8TEY5
ENST00000368602	Q5T215
ENST00000368603	Q8TEY5
ENST00000368605	Q5R3K3
ENST00000368606	Q5R3K3
ENST00000368607	Q8TEY5
ENST00000368608	Q9H0U9
ENST00000368612	Q9C0I9
ENST00000368613	Q9C0I9
ENST00000368614	Q9C0I9
ENST00000368621	Q9NY26
ENST00000368622	Q86UX6
ENST00000368623	Q9NY26
ENST00000368632	Q92769
ENST00000368633	Q53ET0
ENST00000368636	Q12983
ENST00000368638	Q16363
ENST00000368642	Q5VWI1
ENST00000368644	O76003
ENST00000368648	Q9H4W6
ENST00000368653	P46013
ENST00000368654	P46013
ENST00000368655	Q8WXI9
ENST00000368656	Q4G0N7
ENST00000368662	Q9UJT0
ENST00000368666	O95389
ENST00000368667	P06241
ENST00000368671	Q8NCR9
ENST00000368676	O43184
ENST00000368678	P06241
ENST00000368679	O43184
ENST00000368680	P16066
ENST00000368682	P06241
ENST00000368685	O95295
ENST00000368690	Q9Y3Y2
ENST00000368693	Q8TC84
ENST00000368694	Q9Y3Y2
ENST00000368701	Q9HCY8
ENST00000368702	Q9HCY8
ENST00000368703	Q96FQ6
ENST00000368704	Q96FQ6
ENST00000368705	Q96FQ6
ENST00000368706	Q96FQ6
ENST00000368708	P29034
ENST00000368709	P29034
ENST00000368710	P29034
ENST00000368712	P33764
ENST00000368713	P33764
ENST00000368714	P26447
ENST00000368715	P26447
ENST00000368716	P26447
ENST00000368717	P33763
ENST00000368718	P33763
ENST00000368719	P06703
ENST00000368720	P06703
ENST00000368722	P31151
ENST00000368723	P31151
ENST00000368725	Q5SY68
ENST00000368728	Q86SG5
ENST00000368729	Q86SG5
ENST00000368730	O43734
ENST00000368732	P05109
ENST00000368733	P05109
ENST00000368734	O43734
ENST00000368735	O43734
ENST00000368737	P80511
ENST00000368738	P06702
ENST00000368739	Q96LB8
ENST00000368742	P23490
ENST00000368744	Q5T870
ENST00000368747	Q5T871
ENST00000368748	Q9BYE4
ENST00000368750	P22531
ENST00000368751	P22531
ENST00000368755	P35325
ENST00000368756	P22532
ENST00000368757	P22532
ENST00000368758	P22532
ENST00000368759	Q9P287
ENST00000368761	O43734
ENST00000368762	P35321
ENST00000368764	P07476
ENST00000368765	P49901
ENST00000368770	Q5T753
ENST00000368771	Q5T753
ENST00000368775	Q5T750
ENST00000368777	Q5TA78
ENST00000368779	Q5TA79
ENST00000368780	O14633
ENST00000368783	Q5TA81
ENST00000368784	Q5TA82
ENST00000368786	P10746
ENST00000368787	Q9BYE3
ENST00000368789	Q5T5B0
ENST00000368790	Q9UGL9
ENST00000368797	P10746
ENST00000368799	P20930
ENST00000368801	Q86YZ3
ENST00000368802	O60673
ENST00000368806	Q5QJ38
ENST00000368808	Q8N119
ENST00000368809	P60903
ENST00000368811	P60903
ENST00000368814	Q5T1C6
ENST00000368815	Q3B7T1
ENST00000368817	Q8N1Q8
ENST00000368820	Q6UY18
ENST00000368821	Q5VZQ5
ENST00000368822	Q9Y2W6
ENST00000368824	Q9Y2W6
ENST00000368825	Q9Y2W6
ENST00000368827	Q9Y2W6
ENST00000368830	Q9BYD2
ENST00000368836	Q5JPI9
ENST00000368839	Q9H008
ENST00000368842	Q9H008
ENST00000368843	Q96L92
ENST00000368845	P04181
ENST00000368848	Q9NNX1
ENST00000368849	Q9NNX1
ENST00000368851	Q8TF71
ENST00000368858	O43684
ENST00000368863	Q7Z3K3
ENST00000368865	O43684
ENST00000368868	Q13228
ENST00000368869	P45954
ENST00000368870	P48382
ENST00000368872	Q9UBF8
ENST00000368873	Q9UBF8
ENST00000368874	Q9UBF8
ENST00000368882	P17707
ENST00000368884	P55036
ENST00000368885	P17707
ENST00000368886	Q9H5V7
ENST00000368887	Q8IV42
ENST00000368888	Q99755
ENST00000368890	Q99755
ENST00000368892	Q15906
ENST00000368894	A6NFZ4
ENST00000368896	Q8N5W8
ENST00000368898	Q8N5W8
ENST00000368902	Q9BWG6
ENST00000368905	Q9BWG6
ENST00000368908	Q96S90
ENST00000368909	Q9UGM3
ENST00000368910	Q6P589
ENST00000368911	Q9BWU1
ENST00000368912	Q9H3T2
ENST00000368913	Q9H3T2
ENST00000368914	Q9H3T2
ENST00000368918	Q8TAK5
ENST00000368919	Q86VW1
ENST00000368921	Q13015
ENST00000368923	Q99489
ENST00000368924	Q99489
ENST00000368926	Q9BUN1
ENST00000368931	Q7Z465
ENST00000368932	O60508
ENST00000368934	Q86TP1
ENST00000368935	Q86TP1
ENST00000368936	Q86TP1
ENST00000368937	Q86TP1
ENST00000368947	O76027
ENST00000368954	Q96G23
ENST00000368955	Q9UGM3
ENST00000368956	Q9UGM3
ENST00000368962	Q15047
ENST00000368968	Q8IYX8
ENST00000368969	Q15047
ENST00000368972	Q8NEN0
ENST00000368977	Q8WV93
ENST00000368979	O60493
ENST00000368983	Q9Y466
ENST00000368984	Q92743
ENST00000368985	P25774
ENST00000368986	Q9Y466
ENST00000368988	Q9HB21
ENST00000368990	Q9HB21
ENST00000368995	Q86X24
ENST00000369000	O95359
ENST00000369002	Q9UGP8
ENST00000369005	O95359
ENST00000369014	O43768
ENST00000369017	Q9NXX6
ENST00000369020	Q8N228
ENST00000369021	Q8N228
ENST00000369022	Q8N228
ENST00000369023	Q9NXX6
ENST00000369026	Q07820
ENST00000369031	Q86YH6
ENST00000369037	Q86YH6
ENST00000369038	Q6UY14
ENST00000369039	Q6UY14
ENST00000369041	Q6UY14
ENST00000369042	Q5T5X7
ENST00000369043	O95260
ENST00000369046	Q9H0R6
ENST00000369047	Q16610
ENST00000369049	Q16610
ENST00000369054	Q9BW92
ENST00000369056	P21802
ENST00000369060	P21802
ENST00000369061	P21802
ENST00000369063	Q8WWV3
ENST00000369064	Q9BW92
ENST00000369067	Q5VT52
ENST00000369068	Q5VT52
ENST00000369075	Q9Y6Y8
ENST00000369076	Q9H1Y0
ENST00000369077	Q9BTE3
ENST00000369081	Q9Y2H2
ENST00000369085	O95817
ENST00000369089	O75626
ENST00000369091	O75626
ENST00000369093	Q01085
ENST00000369095	Q8N365
ENST00000369096	O75626
ENST00000369099	Q8WWF1
ENST00000369101	O43665
ENST00000369102	Q8WWF1
ENST00000369103	O43665
ENST00000369109	Q96BI3
ENST00000369111	Q9ULX7
ENST00000369124	Q53GL0
ENST00000369125	Q8IYU2
ENST00000369128	Q9NRW7
ENST00000369134	Q13002
ENST00000369138	Q13002
ENST00000369140	A4FU01
ENST00000369143	Q8N3C0
ENST00000369144	Q14152
ENST00000369145	Q7L0J3
ENST00000369146	Q7L0J3
ENST00000369150	Q9Y3E2
ENST00000369151	Q86Y37
ENST00000369152	Q9Y3E2
ENST00000369153	Q9Y3E2
ENST00000369155	Q16778
ENST00000369158	Q71DI3
ENST00000369159	Q6FI13
ENST00000369162	Q8N3C0
ENST00000369163	P68431
ENST00000369167	Q5QNW6
ENST00000369168	P12314
ENST00000369172	Q9H8W3
ENST00000369183	Q9H8W3
ENST00000369199	Q7L804
ENST00000369206	Q5SQQ9
ENST00000369208	P81133
ENST00000369209	O43301
ENST00000369210	Q8WW14
ENST00000369212	Q969V1
ENST00000369215	Q9H4Q3
ENST00000369221	P16233
ENST00000369230	Q17RR3
ENST00000369234	P56159
ENST00000369235	P48165
ENST00000369236	P56159
ENST00000369239	Q8TF01
ENST00000369244	Q9UKA2
ENST00000369248	Q5W0V3
ENST00000369250	Q5W0V3
ENST00000369253	O14639
ENST00000369256	O14639
ENST00000369258	Q86WJ1
ENST00000369259	Q86WJ1
ENST00000369261	Q96NJ5
ENST00000369271	Q8N4X5
ENST00000369272	P49326
ENST00000369278	O94874
ENST00000369287	Q7Z3E2
ENST00000369288	O95971
ENST00000369295	P08588
ENST00000369297	Q15375
ENST00000369301	Q8NBF2
ENST00000369303	Q15375
ENST00000369304	O75578
ENST00000369305	Q6PJP8
ENST00000369306	O96011
ENST00000369307	Q9Y5S9
ENST00000369310	Q5SXH7
ENST00000369312	Q5SXH7
ENST00000369314	Q9BT43
ENST00000369315	P55210
ENST00000369318	P55210
ENST00000369325	O43318
ENST00000369327	O43318
ENST00000369329	O43318
ENST00000369331	P55210
ENST00000369332	O43318
ENST00000369347	Q5VU43
ENST00000369349	Q5VU43
ENST00000369351	Q5VU43
ENST00000369352	Q969M2
ENST00000369354	Q5VU43
ENST00000369356	Q5VU43
ENST00000369360	Q86VF7
ENST00000369367	Q99590
ENST00000369383	Q92637
ENST00000369390	Q86X60
ENST00000369393	Q9NU22
ENST00000369397	Q9NQB0
ENST00000369400	Q9UKF2
ENST00000369401	Q9BYZ8
ENST00000369404	Q9H6R6
ENST00000369405	Q9H6R6
ENST00000369406	P54868
ENST00000369408	Q9Y2G4
ENST00000369413	P14060
ENST00000369415	Q9NQL2
ENST00000369416	P26439
ENST00000369422	Q96PL2
ENST00000369423	Q01113
ENST00000369426	Q9UGM6
ENST00000369429	Q96SF7
ENST00000369439	Q9NVH6
ENST00000369442	Q9NXN4
ENST00000369443	Q9NXN4
ENST00000369448	Q5VWP2
ENST00000369449	O15247
ENST00000369451	P24046
ENST00000369452	Q9UQ13
ENST00000369454	Q96DA2
ENST00000369458	Q7Z7D3
ENST00000369459	P46736
ENST00000369462	P46736
ENST00000369464	Q9H8W5
ENST00000369466	Q9UNY4
ENST00000369470	Q93033
ENST00000369475	O60942
ENST00000369476	P56278
ENST00000369478	P06729
ENST00000369479	P56277
ENST00000369483	O75054
ENST00000369484	P56277
ENST00000369485	O60942
ENST00000369486	O75054
ENST00000369489	P19256
ENST00000369496	P05023
ENST00000369498	Q9BWH2
ENST00000369499	P21554
ENST00000369500	Q8N8X9
ENST00000369501	P21554
ENST00000369502	Q8IZD6
ENST00000369503	Q8IZD6
ENST00000369505	P23610
ENST00000369506	Q02577
ENST00000369509	Q8TAA9
ENST00000369510	Q8TAA9
ENST00000369512	P01138
ENST00000369516	O60636
ENST00000369518	Q15431
ENST00000369519	Q5T481
ENST00000369522	Q15431
ENST00000369528	Q9BRV8
ENST00000369529	A6NGZ8
ENST00000369530	O75534
ENST00000369534	Q00013
ENST00000369535	P01111
ENST00000369536	Q5T160
ENST00000369538	P23109
ENST00000369541	O75934
ENST00000369543	Q9UPN9
ENST00000369550	O60832
ENST00000369551	Q9NRN5
ENST00000369552	P78382
ENST00000369553	Q86Z02
ENST00000369556	P78382
ENST00000369558	Q86Z02
ENST00000369559	Q86Z02
ENST00000369562	Q8IYR0
ENST00000369568	Q8WWW8
ENST00000369569	Q9Y6B7
ENST00000369575	Q8WWW8
ENST00000369577	O60281
ENST00000369583	Q16690
ENST00000369585	O75638
ENST00000369592	O75940
ENST00000369603	O75940
ENST00000369604	Q9UMS5
ENST00000369611	Q5TCQ9
ENST00000369612	P50539
ENST00000369615	Q5TCQ9
ENST00000369617	Q5TCQ9
ENST00000369620	P11413
ENST00000369622	O60506
ENST00000369626	P53985
ENST00000369627	Q9Y5W7
ENST00000369630	Q7Z5A8
ENST00000369632	P08134
ENST00000369633	P08134
ENST00000369637	P08134
ENST00000369638	P08134
ENST00000369642	P08134
ENST00000369643	P98173
ENST00000369645	Q9HCE1
ENST00000369649	P09131
ENST00000369651	P21589
ENST00000369660	P11441
ENST00000369663	O95935
ENST00000369666	Q8TDW4
ENST00000369669	Q8TDW4
ENST00000369681	Q7L1T6
ENST00000369682	P51805
ENST00000369684	Q93097
ENST00000369686	Q93097
ENST00000369687	Q5TAB7
ENST00000369689	Q5TAB7
ENST00000369694	O60641
ENST00000369697	Q9UK17
ENST00000369700	Q8N3Z0
ENST00000369701	Q9UPU3
ENST00000369702	Q9UHI6
ENST00000369704	Q5T655
ENST00000369705	P48163
ENST00000369707	Q9H4Y5
ENST00000369709	P62834
ENST00000369710	P78417
ENST00000369713	P78417
ENST00000369716	P0DMS9
ENST00000369717	P0DMS9
ENST00000369718	Q8NEQ5
ENST00000369722	P24539
ENST00000369724	Q9UIY3
ENST00000369727	Q86XK3
ENST00000369729	Q86XK3
ENST00000369732	Q12889
ENST00000369733	Q9UMD9
ENST00000369737	Q8TCI5
ENST00000369738	Q8TCI5
ENST00000369740	Q9BZP6
ENST00000369744	Q15782
ENST00000369747	Q7Z6J8
ENST00000369748	Q15782
ENST00000369750	Q13641
ENST00000369752	Q9H6A0
ENST00000369754	Q96IP4
ENST00000369755	Q9H2G2
ENST00000369758	Q9NV79
ENST00000369760	P21953
ENST00000369762	Q15904
ENST00000369763	Q5T3J3
ENST00000369764	Q9H668
